row_id,organisasi_id,kode_skpd,nama_skpd,tipe_organisasi,kode_urusan,nama_urusan,kategori_urusan,kode_rekening,kode_akun,kode_kelompok,kode_jenis,kode_objek,kode_rincian,kode_sub_rincian,level,nama_level,klasifikasi_akun,kategori_belanja,uraian,indikator,jumlah_rp,halaman_sumber,lampiran,tahun_anggaran,sumber_data
6861,14,2.07.01,Dinas Tenaga Kerja & Mobilitas Penduduk,DINAS,2.07,Tenaga Kerja,WAJIB_NON_PELAYANAN_DASAR,5.1.02.04.01.0003,5,5.1,5.1.02,5.1.02.04,5.1.02.04.01,5.1.02.04.01.0003,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Perjalanan Dinas Dalam Kota,: Jumlah permohonan PBPHH Kayu dan/atau Bukan Kayu skala kecil dan menengah yang dilayani,1120000.0,629,II,2025,RINCIAN_APBD
6862,14,2.07.01,Dinas Tenaga Kerja & Mobilitas Penduduk,DINAS,2.07,Tenaga Kerja,WAJIB_NON_PELAYANAN_DASAR,5.2.02.10.01.0002,5,5.2,5.2.02,5.2.02.10,5.2.02.10.01,5.2.02.10.01.0002,6,Sub Rincian Objek,BELANJA,Belanja Modal,Belanja Modal Personal Computer,: Jumlah permohonan PBPHH Kayu dan/atau Bukan Kayu skala kecil dan menengah yang dilayani,25000000.0,629,II,2025,RINCIAN_APBD
6863,14,2.07.01,Dinas Tenaga Kerja & Mobilitas Penduduk,DINAS,2.07,Tenaga Kerja,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0004,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0004,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Bahan-Bahan Bakar dan Pelumas,: Luas Kawasan TAHURA Provinsi yang diamankan,10128065.0,629,II,2025,RINCIAN_APBD
6864,14,2.07.01,Dinas Tenaga Kerja & Mobilitas Penduduk,DINAS,2.07,Tenaga Kerja,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0025,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0025,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,: Luas Kawasan TAHURA Provinsi yang diamankan,1308135.0,629,II,2025,RINCIAN_APBD
6865,14,2.07.01,Dinas Tenaga Kerja & Mobilitas Penduduk,DINAS,2.07,Tenaga Kerja,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0026,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0026,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,: Luas Kawasan TAHURA Provinsi yang diamankan,5850000.0,629,II,2025,RINCIAN_APBD
6866,14,2.07.01,Dinas Tenaga Kerja & Mobilitas Penduduk,DINAS,2.07,Tenaga Kerja,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0029,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0029,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor-Bahan Komputer,: Luas Kawasan TAHURA Provinsi yang diamankan,3600000.0,629,II,2025,RINCIAN_APBD
6867,14,2.07.01,Dinas Tenaga Kerja & Mobilitas Penduduk,DINAS,2.07,Tenaga Kerja,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0031,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0031,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Listrik,: Luas Kawasan TAHURA Provinsi yang diamankan,4800000.0,629,II,2025,RINCIAN_APBD
6868,14,2.07.01,Dinas Tenaga Kerja & Mobilitas Penduduk,DINAS,2.07,Tenaga Kerja,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0052,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0052,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Makanan dan Minuman Rapat,: Luas Kawasan TAHURA Provinsi yang diamankan,12070000.0,629,II,2025,RINCIAN_APBD
6869,14,2.07.01,Dinas Tenaga Kerja & Mobilitas Penduduk,DINAS,2.07,Tenaga Kerja,WAJIB_NON_PELAYANAN_DASAR,5.1.02.02.01.0060,5,5.1,5.1.02,5.1.02.02,5.1.02.02.01,5.1.02.02.01.0060,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Tagihan Air,: Luas Kawasan TAHURA Provinsi yang diamankan,1801800.0,630,II,2025,RINCIAN_APBD
6870,14,2.07.01,Dinas Tenaga Kerja & Mobilitas Penduduk,DINAS,2.07,Tenaga Kerja,WAJIB_NON_PELAYANAN_DASAR,5.1.02.02.01.0061,5,5.1,5.1.02,5.1.02.02,5.1.02.02.01,5.1.02.02.01.0061,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Tagihan Listrik,: Luas Kawasan TAHURA Provinsi yang diamankan,34868000.0,630,II,2025,RINCIAN_APBD
6871,14,2.07.01,Dinas Tenaga Kerja & Mobilitas Penduduk,DINAS,2.07,Tenaga Kerja,WAJIB_NON_PELAYANAN_DASAR,5.1.02.02.01.0067,5,5.1,5.1.02,5.1.02.02,5.1.02.02.01,5.1.02.02.01.0067,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,"Belanja Pembayaran Pajak, Bea, dan Perizinan",: Luas Kawasan TAHURA Provinsi yang diamankan,12750000.0,630,II,2025,RINCIAN_APBD
6872,14,2.07.01,Dinas Tenaga Kerja & Mobilitas Penduduk,DINAS,2.07,Tenaga Kerja,WAJIB_NON_PELAYANAN_DASAR,5.1.02.02.06.0124,5,5.1,5.1.02,5.1.02.02,5.1.02.02.06,5.1.02.02.06.0124,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Sewa Jaringan Transmisi,: Luas Kawasan TAHURA Provinsi yang diamankan,2000000.0,630,II,2025,RINCIAN_APBD
6873,14,2.07.01,Dinas Tenaga Kerja & Mobilitas Penduduk,DINAS,2.07,Tenaga Kerja,WAJIB_NON_PELAYANAN_DASAR,5.1.02.04.01.0001,5,5.1,5.1.02,5.1.02.04,5.1.02.04.01,5.1.02.04.01.0001,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Perjalanan Dinas Biasa,: Luas Kawasan TAHURA Provinsi yang diamankan,38011000.0,630,II,2025,RINCIAN_APBD
6874,14,2.07.01,Dinas Tenaga Kerja & Mobilitas Penduduk,DINAS,2.07,Tenaga Kerja,WAJIB_NON_PELAYANAN_DASAR,5.1.02.04.01.0003,5,5.1,5.1.02,5.1.02.04,5.1.02.04.01,5.1.02.04.01.0003,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Perjalanan Dinas Dalam Kota,: Luas Kawasan TAHURA Provinsi yang diamankan,37100000.0,630,II,2025,RINCIAN_APBD
6875,14,2.07.01,Dinas Tenaga Kerja & Mobilitas Penduduk,DINAS,2.07,Tenaga Kerja,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0008,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0008,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Bahan-Bahan/Bibit Tanaman,: Luas Daerah Penyangga di Kawasan Bernilai Ekosistem Penting yang Dikelola,2442525000.0,630,II,2025,RINCIAN_APBD
6876,14,2.07.01,Dinas Tenaga Kerja & Mobilitas Penduduk,DINAS,2.07,Tenaga Kerja,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0026,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0026,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,: Luas Daerah Penyangga di Kawasan Bernilai Ekosistem Penting yang Dikelola,1209850.0,630,II,2025,RINCIAN_APBD
6877,14,2.07.01,Dinas Tenaga Kerja & Mobilitas Penduduk,DINAS,2.07,Tenaga Kerja,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0052,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0052,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Makanan dan Minuman Rapat,: Luas Daerah Penyangga di Kawasan Bernilai Ekosistem Penting yang Dikelola,2485000.0,630,II,2025,RINCIAN_APBD
6878,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.02.01.0028,5,5.1,5.1.02,5.1.02.02,5.1.02.02.01,5.1.02.02.01.0028,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Jasa Tenaga Pelayanan Umum,: Luas Daerah Penyangga di Kawasan Bernilai Ekosistem Penting yang Dikelola,266215000.0,631,II,2025,RINCIAN_APBD
6879,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.02.05.0009,5,5.1,5.1.02,5.1.02.02,5.1.02.02.05,5.1.02.02.05.0009,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Sewa Bangunan Gedung Tempat Pertemuan,: Luas Daerah Penyangga di Kawasan Bernilai Ekosistem Penting yang Dikelola,750000.0,631,II,2025,RINCIAN_APBD
6880,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.04.01.0001,5,5.1,5.1.02,5.1.02.04,5.1.02.04.01,5.1.02.04.01.0001,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Perjalanan Dinas Biasa,: Luas Daerah Penyangga di Kawasan Bernilai Ekosistem Penting yang Dikelola,219368000.0,631,II,2025,RINCIAN_APBD
6881,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.04.01.0004,5,5.1,5.1.02,5.1.02.04,5.1.02.04.01,5.1.02.04.01.0004,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,: Luas Daerah Penyangga di Kawasan Bernilai Ekosistem Penting yang Dikelola,2550000.0,631,II,2025,RINCIAN_APBD
6882,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.2.02.05.01.0005,5,5.2,5.2.02,5.2.02.05,5.2.02.05.01,5.2.02.05.01.0005,6,Sub Rincian Objek,BELANJA,Belanja Modal,Belanja Modal Alat Kantor Lainnya,: Luas Daerah Penyangga di Kawasan Bernilai Ekosistem Penting yang Dikelola,21583000.0,631,II,2025,RINCIAN_APBD
6883,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.2.02.06.01.0006,5,5.2,5.2.02,5.2.02.06,5.2.02.06.01,5.2.02.06.01.0006,6,Sub Rincian Objek,BELANJA,Belanja Modal,Belanja Modal Alat Studio Lainnya,: Luas Daerah Penyangga di Kawasan Bernilai Ekosistem Penting yang Dikelola,4612500.0,631,II,2025,RINCIAN_APBD
6884,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.2.02.10.01.0002,5,5.2,5.2.02,5.2.02.10,5.2.02.10.01,5.2.02.10.01.0002,6,Sub Rincian Objek,BELANJA,Belanja Modal,Belanja Modal Personal Computer,: Luas Daerah Penyangga di Kawasan Bernilai Ekosistem Penting yang Dikelola,35000000.0,631,II,2025,RINCIAN_APBD
6885,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.2.02.10.02.0005,5,5.2,5.2.02,5.2.02.10,5.2.02.10.02,5.2.02.10.02.0005,6,Sub Rincian Objek,BELANJA,Belanja Modal,Belanja Modal Peralatan Komputer Lainnya,: Luas Daerah Penyangga di Kawasan Bernilai Ekosistem Penting yang Dikelola,32000000.0,631,II,2025,RINCIAN_APBD
6886,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0002,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0002,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Bahan-Bahan Kimia,: Jumlah Penyuluh Kehutanan yang Dilakukan Peningkatan Kapasitas,8000000000.0,631,II,2025,RINCIAN_APBD
6887,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0008,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0008,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Bahan-Bahan/Bibit Tanaman,: Jumlah Penyuluh Kehutanan yang Dilakukan Peningkatan Kapasitas,7123024500.0,631,II,2025,RINCIAN_APBD
6888,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0024,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0024,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,: Jumlah Penyuluh Kehutanan yang Dilakukan Peningkatan Kapasitas,3415954.0,631,II,2025,RINCIAN_APBD
6889,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0025,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0025,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,: Jumlah Penyuluh Kehutanan yang Dilakukan Peningkatan Kapasitas,1439640.0,632,II,2025,RINCIAN_APBD
6890,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0026,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0026,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,: Jumlah Penyuluh Kehutanan yang Dilakukan Peningkatan Kapasitas,923906.0,632,II,2025,RINCIAN_APBD
6891,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.02.01.0028,5,5.1,5.1.02,5.1.02.02,5.1.02.02.01,5.1.02.02.01.0028,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Jasa Tenaga Pelayanan Umum,: Jumlah Penyuluh Kehutanan yang Dilakukan Peningkatan Kapasitas,406500000.0,632,II,2025,RINCIAN_APBD
6892,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.04.01.0001,5,5.1,5.1.02,5.1.02.04,5.1.02.04.01,5.1.02.04.01.0001,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Perjalanan Dinas Biasa,: Jumlah Penyuluh Kehutanan yang Dilakukan Peningkatan Kapasitas,125986000.0,632,II,2025,RINCIAN_APBD
6893,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.2.02.10.01.0002,5,5.2,5.2.02,5.2.02.10,5.2.02.10.01,5.2.02.10.01.0002,6,Sub Rincian Objek,BELANJA,Belanja Modal,Belanja Modal Personal Computer,: Jumlah Penyuluh Kehutanan yang Dilakukan Peningkatan Kapasitas,35000000.0,632,II,2025,RINCIAN_APBD
6894,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0024,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0024,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,: Jumlah KUPS yang ditingkatkan Kualitasnya,4782336.0,632,II,2025,RINCIAN_APBD
6895,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0026,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0026,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,: Jumlah KUPS yang ditingkatkan Kualitasnya,601490.0,632,II,2025,RINCIAN_APBD
6896,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.04.01.0001,5,5.1,5.1.02,5.1.02.04,5.1.02.04.01,5.1.02.04.01.0001,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Perjalanan Dinas Biasa,: Jumlah KUPS yang ditingkatkan Kualitasnya,26518000.0,632,II,2025,RINCIAN_APBD
6897,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.2.02.02.01.0002,5,5.2,5.2.02,5.2.02.02,5.2.02.02.01,5.2.02.02.01.0002,6,Sub Rincian Objek,BELANJA,Belanja Modal,Belanja Modal Kendaraan Bermotor Penumpang,: Jumlah KUPS yang ditingkatkan Kualitasnya,882813000.0,632,II,2025,RINCIAN_APBD
6898,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0026,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0026,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,: Jumlah dokumen sinkronisasi dan koordinasi optimalisasi DAS,131000.0,633,II,2025,RINCIAN_APBD
6899,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0052,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0052,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Makanan dan Minuman Rapat,: Jumlah dokumen sinkronisasi dan koordinasi optimalisasi DAS,1420000.0,633,II,2025,RINCIAN_APBD
6900,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.04.01.0001,5,5.1,5.1.02,5.1.02.04,5.1.02.04.01,5.1.02.04.01.0001,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Perjalanan Dinas Biasa,: Jumlah dokumen sinkronisasi dan koordinasi optimalisasi DAS,48449000.0,633,II,2025,RINCIAN_APBD
6901,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0026,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0026,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,: Jumlah Dokumen Terkait Data Zona Konservasi Air Tanah pada Cekungan Air Tanah dalam Daerah Provinsi,1295250.0,633,II,2025,RINCIAN_APBD
6902,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0052,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0052,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Makanan dan Minuman Rapat,: Jumlah Dokumen Terkait Data Zona Konservasi Air Tanah pada Cekungan Air Tanah dalam Daerah Provinsi,15470000.0,633,II,2025,RINCIAN_APBD
6903,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.02.01.0007,5,5.1,5.1.02,5.1.02.02,5.1.02.02.01,5.1.02.02.01.0007,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Honorarium Rohaniwan,: Jumlah Dokumen Terkait Data Zona Konservasi Air Tanah pada Cekungan Air Tanah dalam Daerah Provinsi,800000.0,633,II,2025,RINCIAN_APBD
6904,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.02.01.0036,5,5.1,5.1.02,5.1.02.02,5.1.02.02.01,5.1.02.02.01.0036,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Jasa Audit/Surveillance ISO,: Jumlah Dokumen Terkait Data Zona Konservasi Air Tanah pada Cekungan Air Tanah dalam Daerah Provinsi,50886000.0,633,II,2025,RINCIAN_APBD
6905,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.04.01.0004,5,5.1,5.1.02,5.1.02.04,5.1.02.04.01,5.1.02.04.01.0004,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,: Jumlah Dokumen Terkait Data Zona Konservasi Air Tanah pada Cekungan Air Tanah dalam Daerah Provinsi,7560000.0,633,II,2025,RINCIAN_APBD
6906,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0026,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0026,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,,1295250.0,634,II,2025,RINCIAN_APBD
6907,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0052,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0052,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Makanan dan Minuman Rapat,,5915000.0,634,II,2025,RINCIAN_APBD
6908,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0026,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0026,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,,882750.0,634,II,2025,RINCIAN_APBD
6909,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0052,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0052,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Makanan dan Minuman Rapat,,4550000.0,634,II,2025,RINCIAN_APBD
6910,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0026,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0026,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,Rangka Penanaman Modal Dalam Negeri pada Wilayah Izin Usaha Pertambangan Daerah yang Berada dalam 1,882750.0,634,II,2025,RINCIAN_APBD
6911,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0052,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0052,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Makanan dan Minuman Rapat,Rangka Penanaman Modal Dalam Negeri pada Wilayah Izin Usaha Pertambangan Daerah yang Berada dalam 1,3640000.0,634,II,2025,RINCIAN_APBD
6912,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0026,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0026,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,,838750.0,635,II,2025,RINCIAN_APBD
6913,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0052,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0052,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Makanan dan Minuman Rapat,,3640000.0,635,II,2025,RINCIAN_APBD
6914,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0026,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0026,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,: Jumlah Dokumen Harga Patokan Mineral Bukan Logam yang telah Ditentukan dan Ditetapkan,882750.0,635,II,2025,RINCIAN_APBD
6915,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0052,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0052,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Makanan dan Minuman Rapat,: Jumlah Dokumen Harga Patokan Mineral Bukan Logam yang telah Ditentukan dan Ditetapkan,1365000.0,635,II,2025,RINCIAN_APBD
6916,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0026,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0026,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,: Jumlah Laporan Hasil Pembinaan Pelaksanaan Izin Usaha Pertambangan,882750.0,635,II,2025,RINCIAN_APBD
6917,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0052,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0052,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Makanan dan Minuman Rapat,: Jumlah Laporan Hasil Pembinaan Pelaksanaan Izin Usaha Pertambangan,3640000.0,635,II,2025,RINCIAN_APBD
6918,15,2.11.01,Dinas LHK,DINAS,2.11,Lingkungan Hidup,WAJIB_NON_PELAYANAN_DASAR,5.1.02.01.01.0026,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0026,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,: Jumlah Izin Usaha Pertambangan Hasil Pengawasan,882750.0,636,II,2025,RINCIAN_APBD
